InspectionID,PoleID,CircuitID,InspectionDateKey,TreeClearanceFeet,HazardTreeFlag,PriorityCode,ComplianceFlag
INSP_00000109,P_0000055,CKT_0037,20220516,0.93,True,P2,False
INSP_00000110,P_0000055,CKT_0037,20240604,3.05,False,P4,False
INSP_00000111,P_0000056,CKT_0101,20210821,5.47,False,P3,True
INSP_00000112,P_0000056,CKT_0101,20230506,4.44,False,P4,True
INSP_00000113,P_0000057,CKT_0083,20221004,2.86,True,P1,False
INSP_00000114,P_0000057,CKT_0083,20210122,3.0,True,P2,False
INSP_00000115,P_0000058,CKT_0017,20191207,5.1,False,P3,True
INSP_00000116,P_0000058,CKT_0017,20230307,4.74,False,P4,True
INSP_00000117,P_0000059,CKT_0119,20200403,8.06,False,P3,True
INSP_00000118,P_0000059,CKT_0119,20220701,2.97,True,P2,False
INSP_00000119,P_0000060,CKT_0024,20211208,13.35,False,P4,True
INSP_00000120,P_0000060,CKT_0024,20240709,7.2,False,P3,True
INSP_00000121,P_0000061,CKT_0042,20231222,1.53,True,P1,False
INSP_00000122,P_0000061,CKT_0042,20210714,6.48,False,P3,True
INSP_00000123,P_0000062,CKT_0081,20240122,5.81,True,P2,False
INSP_00000124,P_0000062,CKT_0081,20210315,0.9,True,P1,False
INSP_00000125,P_0000063,CKT_0145,20190301,3.84,False,P4,False
INSP_00000126,P_0000063,CKT_0145,20240913,1.95,True,P1,False
INSP_00000127,P_0000064,CKT_0045,20210217,7.79,False,P3,True
INSP_00000128,P_0000064,CKT_0045,20200224,9.32,False,P3,True
INSP_00000129,P_0000065,CKT_0103,20231115,4.62,False,P4,True
INSP_00000130,P_0000065,CKT_0103,20200611,6.54,False,P3,True
INSP_00000131,P_0000066,CKT_0046,20220918,5.25,False,P4,True
INSP_00000132,P_0000066,CKT_0046,20210923,6.08,False,P4,True
INSP_00000133,P_0000067,CKT_0012,20240523,10.35,False,P4,True
INSP_00000134,P_0000067,CKT_0012,20190107,6.93,False,P3,True
INSP_00000135,P_0000068,CKT_0016,20210922,6.55,False,P3,True
INSP_00000136,P_0000068,CKT_0016,20200105,2.66,True,P1,False
INSP_00000137,P_0000069,CKT_0136,20190425,3.46,False,P4,False
INSP_00000138,P_0000069,CKT_0136,20200206,7.69,False,P3,True
INSP_00000139,P_0000070,CKT_0108,20240618,6.79,False,P4,True
INSP_00000140,P_0000070,CKT_0108,20241223,8.56,False,P4,True
INSP_00000141,P_0000071,CKT_0114,20220722,6.9,False,P4,True
INSP_00000142,P_0000071,CKT_0114,20220725,4.31,False,P3,True
INSP_00000143,P_0000072,CKT_0044,20190820,6.55,False,P4,True
INSP_00000144,P_0000072,CKT_0044,20221021,7.31,False,P3,True
INSP_00000145,P_0000073,CKT_0096,20191031,9.07,False,P3,True
INSP_00000146,P_0000073,CKT_0096,20200628,7.32,False,P3,True
INSP_00000147,P_0000074,CKT_0128,20210715,4.69,False,P3,True
INSP_00000148,P_0000074,CKT_0128,20190611,11.88,False,P4,True
INSP_00000149,P_0000075,CKT_0054,20190106,9.2,False,P3,True
INSP_00000150,P_0000075,CKT_0054,20231110,10.67,False,P4,True
INSP_00000151,P_0000076,CKT_0067,20200108,8.57,False,P3,True
INSP_00000152,P_0000076,CKT_0067,20200829,8.26,False,P3,True
INSP_00000153,P_0000077,CKT_0148,20191211,1.95,True,P2,False
INSP_00000154,P_0000077,CKT_0148,20190131,8.04,False,P4,True
INSP_00000155,P_0000078,CKT_0068,20191218,4.04,False,P3,True
INSP_00000156,P_0000078,CKT_0068,20230710,7.76,False,P3,True
INSP_00000157,P_0000079,CKT_0112,20200106,3.91,False,P4,False
INSP_00000158,P_0000079,CKT_0112,20191027,5.32,False,P4,True
INSP_00000159,P_0000080,CKT_0024,20230112,2.97,True,P2,False
INSP_00000160,P_0000080,CKT_0024,20220202,6.29,False,P4,True
INSP_00000161,P_0000081,CKT_0094,20190906,4.89,False,P3,True
INSP_00000162,P_0000081,CKT_0094,20200824,9.6,False,P3,True
INSP_00000163,P_0000082,CKT_0015,20220628,7.56,False,P3,True
INSP_00000164,P_0000082,CKT_0015,20190303,7.93,False,P4,True
INSP_00000165,P_0000083,CKT_0099,20230211,8.35,False,P4,True
INSP_00000166,P_0000083,CKT_0099,20230329,10.01,False,P3,True
INSP_00000167,P_0000084,CKT_0049,20190315,5.83,False,P4,True
INSP_00000168,P_0000084,CKT_0049,20190704,7.24,False,P4,True
INSP_00000169,P_0000085,CKT_0079,20200107,5.23,False,P4,True
INSP_00000170,P_0000085,CKT_0079,20200118,6.0,False,P4,True
INSP_00000171,P_0000086,CKT_0022,20230424,8.87,False,P4,True
INSP_00000172,P_0000086,CKT_0022,20191019,4.29,False,P4,True
INSP_00000173,P_0000087,CKT_0031,20240323,10.28,False,P4,True
INSP_00000174,P_0000087,CKT_0031,20191216,8.51,False,P3,True
INSP_00000175,P_0000088,CKT_0041,20201026,7.46,False,P3,True
INSP_00000176,P_0000088,CKT_0041,20221030,6.84,False,P3,True
INSP_00000177,P_0000089,CKT_0020,20200125,12.19,True,P2,False
INSP_00000178,P_0000089,CKT_0020,20241013,7.09,False,P3,True
INSP_00000179,P_0000090,CKT_0046,20200905,9.94,False,P3,True
INSP_00000180,P_0000090,CKT_0046,20230827,8.47,False,P4,True
INSP_00000181,P_0000091,CKT_0047,20220309,0.06,True,P1,False
INSP_00000182,P_0000091,CKT_0047,20221228,12.27,False,P3,True
INSP_00000183,P_0000092,CKT_0041,20191210,0.0,True,P2,False
INSP_00000184,P_0000092,CKT_0041,20221009,4.78,False,P3,True
INSP_00000185,P_0000093,CKT_0079,20190406,11.93,False,P4,True
INSP_00000186,P_0000093,CKT_0079,20220731,7.38,False,P4,True
INSP_00000187,P_0000094,CKT_0061,20220414,4.83,False,P4,True
INSP_00000188,P_0000094,CKT_0061,20231109,9.51,False,P4,True
INSP_00000189,P_0000095,CKT_0028,20230405,5.66,False,P4,True
INSP_00000190,P_0000095,CKT_0028,20190901,6.74,False,P4,True
INSP_00000191,P_0000096,CKT_0110,20210227,5.37,False,P4,True
INSP_00000192,P_0000096,CKT_0110,20230721,6.66,False,P3,True
INSP_00000193,P_0000097,CKT_0132,20210811,9.99,False,P3,True
INSP_00000194,P_0000097,CKT_0132,20220510,8.7,False,P3,True
INSP_00000195,P_0000098,CKT_0100,20230305,6.53,False,P4,True
INSP_00000196,P_0000098,CKT_0100,20230203,3.48,False,P4,False
INSP_00000197,P_0000099,CKT_0067,20190821,5.38,False,P3,True
INSP_00000198,P_0000099,CKT_0067,20220824,10.51,False,P3,True
INSP_00000199,P_0000100,CKT_0028,20241130,1.15,True,P1,False
INSP_00000200,P_0000100,CKT_0028,20230324,0.73,True,P2,False
INSP_00000201,P_0000101,CKT_0026,20240310,2.19,True,P2,False
INSP_00000202,P_0000101,CKT_0026,20240324,7.23,False,P4,True
INSP_00000203,P_0000102,CKT_0137,20220628,7.07,False,P4,True
INSP_00000204,P_0000102,CKT_0137,20220328,6.39,False,P4,True
INSP_00000205,P_0000103,CKT_0039,20200208,5.35,False,P4,True
INSP_00000206,P_0000103,CKT_0039,20190705,10.69,False,P4,True
INSP_00000207,P_0000104,CKT_0002,20230313,7.29,False,P3,True
INSP_00000208,P_0000104,CKT_0002,20221229,3.25,False,P4,False
INSP_00000209,P_0000105,CKT_0108,20230406,7.42,False,P4,True
INSP_00000210,P_0000105,CKT_0108,20220826,9.75,False,P3,True
INSP_00000211,P_0000106,CKT_0081,20241112,7.02,False,P4,True
INSP_00000212,P_0000106,CKT_0081,20221030,7.8,False,P4,True
INSP_00000213,P_0000107,CKT_0083,20240929,10.89,False,P4,True
INSP_00000214,P_0000107,CKT_0083,20200130,6.17,False,P4,True
INSP_00000215,P_0000108,CKT_0072,20230512,9.2,False,P3,True
INSP_00000216,P_0000108,CKT_0072,20220822,11.22,False,P4,True
INSP_00000217,P_0000109,CKT_0041,20211127,10.14,False,P3,True
INSP_00000218,P_0000109,CKT_0041,20200523,8.29,False,P3,True
INSP_00000219,P_0000110,CKT_0051,20210624,8.92,False,P4,True
INSP_00000220,P_0000110,CKT_0051,20220216,3.65,False,P3,False
INSP_00000221,P_0000111,CKT_0067,20231102,3.79,False,P4,False
INSP_00000222,P_0000111,CKT_0067,20230620,5.41,False,P4,True
INSP_00000223,P_0000112,CKT_0041,20240727,6.88,False,P4,True
INSP_00000224,P_0000112,CKT_0041,20200911,2.36,True,P2,False
INSP_00000225,P_0000113,CKT_0076,20210625,7.8,False,P3,True
INSP_00000226,P_0000113,CKT_0076,20210930,8.03,False,P3,True
INSP_00000227,P_0000114,CKT_0040,20220303,4.32,False,P3,True
INSP_00000228,P_0000114,CKT_0040,20220506,0.0,True,P2,False
INSP_00000229,P_0000115,CKT_0103,20200515,6.98,False,P3,True
INSP_00000230,P_0000115,CKT_0103,20190425,4.41,False,P4,True
INSP_00000231,P_0000116,CKT_0092,20230719,2.7,True,P1,False
INSP_00000232,P_0000116,CKT_0092,20191219,4.16,True,P1,False
INSP_00000233,P_0000117,CKT_0063,20190128,3.53,False,P4,False
INSP_00000234,P_0000117,CKT_0063,20230715,5.1,False,P3,True
INSP_00000235,P_0000118,CKT_0119,20210526,1.56,True,P2,False
INSP_00000236,P_0000118,CKT_0119,20241123,6.01,False,P3,True
INSP_00000237,P_0000119,CKT_0130,20230521,3.05,False,P4,False
INSP_00000238,P_0000119,CKT_0130,20220620,8.78,False,P4,True
INSP_00000239,P_0000120,CKT_0035,20220815,10.48,False,P3,True
INSP_00000240,P_0000120,CKT_0035,20200224,0.91,True,P2,False
INSP_00000241,P_0000121,CKT_0045,20190727,8.26,False,P3,True
INSP_00000242,P_0000121,CKT_0045,20201027,5.65,False,P4,True
INSP_00000243,P_0000122,CKT_0078,20230814,4.63,False,P4,True
INSP_00000244,P_0000122,CKT_0078,20220522,9.15,False,P3,True
INSP_00000245,P_0000123,CKT_0094,20230117,8.55,False,P3,True
INSP_00000246,P_0000123,CKT_0094,20230819,2.63,True,P2,False
INSP_00000247,P_0000124,CKT_0110,20210123,3.82,False,P4,False
INSP_00000248,P_0000124,CKT_0110,20210424,5.23,False,P4,True
INSP_00000249,P_0000125,CKT_0149,20220419,8.59,False,P4,True
INSP_00000250,P_0000125,CKT_0149,20231130,7.25,False,P4,True
INSP_00000251,P_0000126,CKT_0047,20200425,7.87,False,P4,True
INSP_00000252,P_0000126,CKT_0047,20221019,5.93,False,P4,True
INSP_00000253,P_0000127,CKT_0094,20230729,2.66,True,P2,False
INSP_00000254,P_0000127,CKT_0094,20240618,3.89,False,P3,False
INSP_00000255,P_0000128,CKT_0098,20220825,7.02,False,P3,True
INSP_00000256,P_0000128,CKT_0098,20220606,4.34,False,P3,True
INSP_00000257,P_0000129,CKT_0092,20230808,7.68,False,P4,True
INSP_00000258,P_0000129,CKT_0092,20211104,10.86,False,P3,True
INSP_00000259,P_0000130,CKT_0027,20220707,2.02,True,P2,False
INSP_00000260,P_0000130,CKT_0027,20240115,8.05,False,P4,True
INSP_00000261,P_0000131,CKT_0050,20210319,6.13,False,P3,True
INSP_00000262,P_0000131,CKT_0050,20190101,2.79,True,P1,False
INSP_00000263,P_0000132,CKT_0015,20200511,3.31,False,P4,False
INSP_00000264,P_0000132,CKT_0015,20190903,1.82,True,P2,False
INSP_00000265,P_0000133,CKT_0124,20231115,6.89,False,P4,True
INSP_00000266,P_0000133,CKT_0124,20200402,3.23,False,P3,False
INSP_00000267,P_0000134,CKT_0059,20200320,4.86,False,P4,True
INSP_00000268,P_0000134,CKT_0059,20231217,8.56,False,P4,True
INSP_00000269,P_0000135,CKT_0099,20220805,0.0,True,P1,False
INSP_00000270,P_0000135,CKT_0099,20240908,6.5,False,P3,True
INSP_00000271,P_0000136,CKT_0053,20220615,5.57,False,P4,True
INSP_00000272,P_0000136,CKT_0053,20230126,0.71,True,P1,False
INSP_00000273,P_0000137,CKT_0055,20201026,0.64,True,P1,False
INSP_00000274,P_0000137,CKT_0055,20200528,4.8,False,P4,True
INSP_00000275,P_0000138,CKT_0105,20191117,7.3,False,P3,True
INSP_00000276,P_0000138,CKT_0105,20190920,2.66,True,P2,False
INSP_00000277,P_0000139,CKT_0037,20201029,8.78,False,P3,True
INSP_00000278,P_0000139,CKT_0037,20221023,1.9,True,P1,False
INSP_00000279,P_0000140,CKT_0083,20210728,1.9,True,P2,False
INSP_00000280,P_0000140,CKT_0083,20210927,3.81,False,P3,False
INSP_00000281,P_0000141,CKT_0120,20211227,6.98,False,P4,True
INSP_00000282,P_0000141,CKT_0120,20200927,9.62,False,P4,True
INSP_00000283,P_0000142,CKT_0031,20220414,7.8,False,P4,True
INSP_00000284,P_0000142,CKT_0031,20190510,2.17,True,P1,False
INSP_00000285,P_0000143,CKT_0100,20190131,13.55,False,P4,True
INSP_00000286,P_0000143,CKT_0100,20231007,8.16,False,P4,True
INSP_00000287,P_0000144,CKT_0050,20190919,11.34,False,P4,True
INSP_00000288,P_0000144,CKT_0050,20190215,2.23,True,P1,False
INSP_00000289,P_0000145,CKT_0077,20230828,5.14,False,P3,True
INSP_00000290,P_0000145,CKT_0077,20240217,6.21,False,P3,True
INSP_00000291,P_0000146,CKT_0072,20240316,6.96,False,P3,True
INSP_00000292,P_0000146,CKT_0072,20211204,8.61,True,P1,False
INSP_00000293,P_0000147,CKT_0069,20240209,7.2,False,P4,True
INSP_00000294,P_0000147,CKT_0069,20230315,7.01,False,P4,True
INSP_00000295,P_0000148,CKT_0087,20210121,9.94,False,P3,True
INSP_00000296,P_0000148,CKT_0087,20210205,11.72,False,P4,True
INSP_00000297,P_0000149,CKT_0103,20210204,9.3,False,P4,True
INSP_00000298,P_0000149,CKT_0103,20231021,4.39,False,P4,True
INSP_00000299,P_0000150,CKT_0034,20200601,10.85,False,P3,True
INSP_00000300,P_0000150,CKT_0034,20191118,8.96,False,P3,True
INSP_00000301,P_0000151,CKT_0078,20190409,5.4,False,P3,True
INSP_00000302,P_0000151,CKT_0078,20210613,2.42,True,P1,False
INSP_00000303,P_0000152,CKT_0150,20231017,6.43,False,P3,True
INSP_00000304,P_0000152,CKT_0150,20200829,8.57,False,P4,True
INSP_00000305,P_0000153,CKT_0120,20201231,9.12,False,P3,True
INSP_00000306,P_0000153,CKT_0120,20211225,0.16,True,P2,False
INSP_00000307,P_0000154,CKT_0095,20240328,2.18,True,P2,False
INSP_00000308,P_0000154,CKT_0095,20210103,2.45,True,P2,False
INSP_00000309,P_0000155,CKT_0021,20220529,7.44,False,P3,True
INSP_00000310,P_0000155,CKT_0021,20221129,6.59,False,P3,True
INSP_00000311,P_0000156,CKT_0075,20190629,4.17,False,P3,True
INSP_00000312,P_0000156,CKT_0075,20220220,4.61,False,P4,True
INSP_00000313,P_0000157,CKT_0019,20190720,7.86,False,P3,True
INSP_00000314,P_0000157,CKT_0019,20211203,7.06,False,P3,True
INSP_00000315,P_0000158,CKT_0009,20200315,10.48,False,P3,True
INSP_00000316,P_0000158,CKT_0009,20230409,8.44,False,P4,True
INSP_00000317,P_0000159,CKT_0082,20230117,3.42,False,P4,False
INSP_00000318,P_0000159,CKT_0082,20200211,5.57,False,P3,True
INSP_00000319,P_0000160,CKT_0041,20210913,8.22,False,P4,True
INSP_00000320,P_0000160,CKT_0041,20190624,11.97,False,P4,True
INSP_00000321,P_0000161,CKT_0122,20190311,11.03,False,P4,True
INSP_00000322,P_0000161,CKT_0122,20210705,6.22,False,P4,True
INSP_00000323,P_0000162,CKT_0051,20200617,6.95,True,P1,False
INSP_00000324,P_0000162,CKT_0051,20240319,4.67,False,P4,True
INSP_00000325,P_0000163,CKT_0134,20241102,4.02,False,P3,True
INSP_00000326,P_0000163,CKT_0134,20190307,4.6,False,P3,True
INSP_00000327,P_0000164,CKT_0002,20240324,7.19,False,P4,True
INSP_00000328,P_0000164,CKT_0002,20240823,5.75,False,P3,True
INSP_00000329,P_0000165,CKT_0075,20220629,5.2,False,P4,True
INSP_00000330,P_0000165,CKT_0075,20220504,3.78,False,P3,False
INSP_00000331,P_0000166,CKT_0148,20220411,2.41,True,P1,False
INSP_00000332,P_0000166,CKT_0148,20230804,4.94,False,P3,True
INSP_00000333,P_0000167,CKT_0089,20201130,10.8,False,P4,True
INSP_00000334,P_0000167,CKT_0089,20240203,8.46,False,P4,True
INSP_00000335,P_0000168,CKT_0050,20190418,13.88,True,P1,False
INSP_00000336,P_0000168,CKT_0050,20220104,2.17,True,P2,False
INSP_00000337,P_0000169,CKT_0112,20200330,6.59,True,P2,False
INSP_00000338,P_0000169,CKT_0112,20231001,8.2,False,P4,True
INSP_00000339,P_0000170,CKT_0096,20211117,7.88,False,P3,True
INSP_00000340,P_0000170,CKT_0096,20210414,7.42,False,P4,True
INSP_00000341,P_0000171,CKT_0145,20221209,9.53,False,P4,True
INSP_00000342,P_0000171,CKT_0145,20210416,7.45,False,P3,True
INSP_00000343,P_0000172,CKT_0102,20231018,5.03,False,P3,True
INSP_00000344,P_0000172,CKT_0102,20240120,6.46,False,P4,True
INSP_00000345,P_0000173,CKT_0057,20240505,5.85,False,P4,True
INSP_00000346,P_0000173,CKT_0057,20220822,2.22,True,P1,False
INSP_00000347,P_0000174,CKT_0084,20190525,3.48,False,P3,False
INSP_00000348,P_0000174,CKT_0084,20230506,4.24,False,P3,True
INSP_00000349,P_0000175,CKT_0073,20220428,7.54,False,P3,True
INSP_00000350,P_0000175,CKT_0073,20210919,4.95,False,P4,True
INSP_00000351,P_0000176,CKT_0130,20190416,4.59,False,P4,True
INSP_00000352,P_0000176,CKT_0130,20211231,2.09,True,P2,False
INSP_00000353,P_0000177,CKT_0068,20210406,5.79,False,P4,True
INSP_00000354,P_0000177,CKT_0068,20220420,10.87,False,P4,True
INSP_00000355,P_0000178,CKT_0043,20240428,4.89,False,P3,True
INSP_00000356,P_0000178,CKT_0043,20240314,1.55,True,P2,False
INSP_00000357,P_0000179,CKT_0062,20220802,3.87,False,P3,False
INSP_00000358,P_0000179,CKT_0062,20210423,8.08,False,P3,True
INSP_00000359,P_0000180,CKT_0006,20200713,7.07,False,P3,True
INSP_00000360,P_0000180,CKT_0006,20220403,7.25,False,P3,True
INSP_00000361,P_0000181,CKT_0090,20230713,6.28,False,P4,True
INSP_00000362,P_0000181,CKT_0090,20230608,11.38,False,P3,True
INSP_00000363,P_0000182,CKT_0085,20200928,6.87,False,P4,True
INSP_00000364,P_0000182,CKT_0085,20211219,7.22,False,P3,True
INSP_00000365,P_0000183,CKT_0103,20191026,8.58,False,P4,True
INSP_00000366,P_0000183,CKT_0103,20210331,2.04,True,P2,False
INSP_00000367,P_0000184,CKT_0030,20240814,3.99,False,P4,False
INSP_00000368,P_0000184,CKT_0030,20230227,8.07,False,P4,True
INSP_00000369,P_0000185,CKT_0027,20220823,0.0,True,P2,False
INSP_00000370,P_0000185,CKT_0027,20190712,7.96,False,P3,True
INSP_00000371,P_0000186,CKT_0004,20241025,7.07,False,P3,True
INSP_00000372,P_0000186,CKT_0004,20220107,8.78,False,P4,True
INSP_00000373,P_0000187,CKT_0055,20220203,3.03,False,P4,False
INSP_00000374,P_0000187,CKT_0055,20211004,2.82,True,P2,False
INSP_00000375,P_0000188,CKT_0021,20221230,4.7,False,P3,True
INSP_00000376,P_0000188,CKT_0021,20231217,9.3,False,P3,True
INSP_00000377,P_0000189,CKT_0146,20190328,2.3,True,P1,False
INSP_00000378,P_0000189,CKT_0146,20190815,5.14,False,P4,True
INSP_00000379,P_0000190,CKT_0148,20211029,7.55,False,P4,True
INSP_00000380,P_0000190,CKT_0148,20210618,3.49,False,P4,False
INSP_00000381,P_0000191,CKT_0076,20240722,5.76,False,P4,True
INSP_00000382,P_0000191,CKT_0076,20211231,3.76,False,P4,False
INSP_00000383,P_0000192,CKT_0011,20211110,6.26,False,P3,True
INSP_00000384,P_0000192,CKT_0011,20240203,8.41,False,P4,True
INSP_00000385,P_0000193,CKT_0025,20230603,6.24,False,P3,True
