TroubleCallID,OutageID,CircuitID,CallDateKey,CallTime,CallerType,CallChannel,CallDisposition
TC_0000049,OUT_0000024,CKT_0118,20220109,18:14,Residential,MobileApp,Duplicate
TC_0000050,OUT_0000024,CKT_0118,20220108,10:40,Residential,MobileApp,InfoOnly
TC_0000051,OUT_0000024,CKT_0118,20220109,18:21,Commercial,MobileApp,OutageReported
TC_0000052,OUT_0000025,CKT_0019,20211215,17:51,Industrial,Phone,InfoOnly
TC_0000053,OUT_0000025,CKT_0019,20211214,18:13,Industrial,Web,OutageReported
TC_0000054,OUT_0000025,CKT_0019,20211216,07:33,Industrial,MobileApp,OutageReported
TC_0000055,OUT_0000025,CKT_0019,20211214,07:48,Commercial,Web,OutageReported
TC_0000056,OUT_0000026,CKT_0054,20190525,10:42,Industrial,Phone,OutageReported
TC_0000057,OUT_0000026,CKT_0054,20190526,15:22,Residential,Web,OutageReported
TC_0000058,OUT_0000026,CKT_0054,20190526,09:20,Commercial,Web,OutageReported
TC_0000059,OUT_0000028,CKT_0091,20220217,23:10,Residential,MobileApp,OutageReported
TC_0000060,OUT_0000028,CKT_0091,20220216,17:42,Commercial,MobileApp,InfoOnly
TC_0000061,OUT_0000028,CKT_0091,20220216,04:00,Commercial,Phone,OutageReported
TC_0000062,OUT_0000028,CKT_0091,20220218,16:15,Residential,Phone,OutageReported
TC_0000063,OUT_0000029,CKT_0117,20190114,22:50,Commercial,Web,Duplicate
TC_0000064,OUT_0000030,CKT_0143,20240110,07:07,Residential,Phone,Duplicate
TC_0000065,OUT_0000030,CKT_0143,20240111,07:41,Residential,MobileApp,InfoOnly
TC_0000066,OUT_0000030,CKT_0143,20240109,22:39,Residential,MobileApp,OutageReported
TC_0000067,OUT_0000030,CKT_0143,20240111,04:37,Commercial,Phone,OutageReported
TC_0000068,OUT_0000030,CKT_0143,20240111,08:43,Industrial,MobileApp,OutageReported
TC_0000069,OUT_0000032,CKT_0064,20200214,20:43,Residential,MobileApp,Duplicate
TC_0000070,OUT_0000033,CKT_0121,20221013,01:42,Residential,MobileApp,OutageReported
TC_0000071,OUT_0000033,CKT_0121,20221013,11:12,Residential,Phone,OutageReported
TC_0000072,OUT_0000033,CKT_0121,20221015,23:03,Industrial,Web,OutageReported
TC_0000073,OUT_0000033,CKT_0121,20221015,05:56,Commercial,MobileApp,OutageReported
TC_0000074,OUT_0000034,CKT_0048,20240718,22:41,Residential,MobileApp,OutageReported
TC_0000075,OUT_0000034,CKT_0048,20240718,05:23,Industrial,Phone,Duplicate
TC_0000076,OUT_0000034,CKT_0048,20240718,00:14,Commercial,Web,OutageReported
TC_0000077,OUT_0000035,CKT_0029,20190602,11:23,Industrial,Phone,Duplicate
TC_0000078,OUT_0000035,CKT_0029,20190601,09:14,Industrial,Web,OutageReported
TC_0000079,OUT_0000035,CKT_0029,20190601,03:52,Residential,Phone,OutageReported
TC_0000080,OUT_0000035,CKT_0029,20190603,08:02,Industrial,Web,Duplicate
TC_0000081,OUT_0000036,CKT_0025,20230515,01:18,Industrial,Web,OutageReported
TC_0000082,OUT_0000036,CKT_0025,20230516,22:27,Commercial,MobileApp,InfoOnly
TC_0000083,OUT_0000038,CKT_0145,20190317,22:17,Commercial,MobileApp,InfoOnly
TC_0000084,OUT_0000038,CKT_0145,20190316,23:24,Residential,Phone,OutageReported
TC_0000085,OUT_0000038,CKT_0145,20190315,11:49,Industrial,Web,OutageReported
TC_0000086,OUT_0000039,CKT_0133,20220717,17:51,Commercial,MobileApp,OutageReported
TC_0000087,OUT_0000039,CKT_0133,20220717,08:33,Industrial,Phone,OutageReported
TC_0000088,OUT_0000039,CKT_0133,20220719,06:19,Residential,Web,OutageReported
TC_0000089,OUT_0000040,CKT_0006,20240318,03:39,Residential,MobileApp,OutageReported
TC_0000090,OUT_0000040,CKT_0006,20240317,17:17,Commercial,MobileApp,OutageReported
TC_0000091,OUT_0000040,CKT_0006,20240318,15:06,Residential,Phone,OutageReported
TC_0000092,OUT_0000040,CKT_0006,20240318,17:22,Residential,MobileApp,OutageReported
TC_0000093,OUT_0000041,CKT_0042,20200303,03:34,Residential,Web,Duplicate
TC_0000094,OUT_0000042,CKT_0050,20220427,18:27,Industrial,Phone,OutageReported
TC_0000095,OUT_0000043,CKT_0026,20210403,14:27,Industrial,Phone,OutageReported
TC_0000096,OUT_0000045,CKT_0142,20230422,15:23,Residential,Phone,InfoOnly
TC_0000097,OUT_0000045,CKT_0142,20230422,23:59,Commercial,MobileApp,OutageReported
TC_0000098,OUT_0000046,CKT_0132,20210804,22:00,Residential,Web,OutageReported
TC_0000099,OUT_0000046,CKT_0132,20210805,12:26,Residential,MobileApp,OutageReported
TC_0000100,OUT_0000046,CKT_0132,20210804,06:48,Commercial,MobileApp,OutageReported
TC_0000101,OUT_0000048,CKT_0066,20210508,05:50,Industrial,MobileApp,OutageReported
TC_0000102,OUT_0000048,CKT_0066,20210510,05:18,Residential,MobileApp,OutageReported
TC_0000103,OUT_0000048,CKT_0066,20210508,06:56,Residential,MobileApp,Duplicate
TC_0000104,OUT_0000049,CKT_0135,20240825,01:37,Residential,MobileApp,Duplicate
TC_0000105,OUT_0000049,CKT_0135,20240824,07:23,Residential,Phone,OutageReported
TC_0000106,OUT_0000049,CKT_0135,20240825,10:56,Commercial,Web,OutageReported
TC_0000107,OUT_0000049,CKT_0135,20240824,12:09,Residential,Phone,InfoOnly
TC_0000108,OUT_0000049,CKT_0135,20240824,14:02,Commercial,MobileApp,Duplicate
TC_0000109,OUT_0000050,CKT_0030,20230417,20:24,Industrial,MobileApp,OutageReported
TC_0000110,OUT_0000050,CKT_0030,20230417,00:35,Commercial,Phone,OutageReported
TC_0000111,OUT_0000050,CKT_0030,20230415,08:50,Residential,MobileApp,OutageReported
TC_0000112,OUT_0000050,CKT_0030,20230417,01:56,Commercial,Phone,Duplicate
TC_0000113,OUT_0000050,CKT_0030,20230417,13:31,Commercial,Phone,OutageReported
TC_0000114,OUT_0000051,CKT_0035,20220207,20:14,Industrial,Phone,OutageReported
TC_0000115,OUT_0000052,CKT_0058,20211026,03:10,Commercial,MobileApp,OutageReported
TC_0000116,OUT_0000053,CKT_0004,20200224,02:55,Commercial,MobileApp,OutageReported
TC_0000117,OUT_0000053,CKT_0004,20200224,02:31,Residential,MobileApp,OutageReported
TC_0000118,OUT_0000053,CKT_0004,20200226,02:53,Residential,Web,OutageReported
TC_0000119,OUT_0000054,CKT_0019,20200322,22:30,Industrial,Web,OutageReported
TC_0000120,OUT_0000054,CKT_0019,20200322,01:39,Industrial,Web,OutageReported
TC_0000121,OUT_0000054,CKT_0019,20200320,13:18,Industrial,MobileApp,OutageReported
TC_0000122,OUT_0000054,CKT_0019,20200320,00:21,Commercial,MobileApp,OutageReported
TC_0000123,OUT_0000054,CKT_0019,20200320,19:18,Residential,Web,OutageReported
TC_0000124,OUT_0000055,CKT_0022,20221226,03:35,Residential,MobileApp,OutageReported
TC_0000125,OUT_0000056,CKT_0145,20220415,11:41,Commercial,MobileApp,OutageReported
TC_0000126,OUT_0000057,CKT_0015,20190514,00:02,Industrial,Phone,OutageReported
TC_0000127,OUT_0000057,CKT_0015,20190514,00:52,Commercial,Phone,OutageReported
TC_0000128,OUT_0000059,CKT_0028,20221006,20:48,Residential,Phone,Duplicate
TC_0000129,OUT_0000060,CKT_0014,20231217,03:49,Residential,Web,Duplicate
TC_0000130,OUT_0000060,CKT_0014,20231216,17:17,Residential,Phone,InfoOnly
TC_0000131,OUT_0000061,CKT_0052,20190606,17:32,Industrial,MobileApp,Duplicate
TC_0000132,OUT_0000062,CKT_0096,20190425,21:49,Commercial,Web,OutageReported
TC_0000133,OUT_0000062,CKT_0096,20190426,02:14,Commercial,Web,OutageReported
TC_0000134,OUT_0000063,CKT_0148,20201218,17:28,Residential,Web,InfoOnly
TC_0000135,OUT_0000063,CKT_0148,20201220,14:25,Residential,Phone,OutageReported
TC_0000136,OUT_0000064,CKT_0034,20230811,16:08,Residential,Phone,OutageReported
TC_0000137,OUT_0000067,CKT_0093,20211202,03:31,Industrial,Web,OutageReported
TC_0000138,OUT_0000067,CKT_0093,20211202,21:44,Residential,Phone,Duplicate
TC_0000139,OUT_0000068,CKT_0094,20220212,00:09,Commercial,Phone,OutageReported
TC_0000140,OUT_0000068,CKT_0094,20220211,17:18,Residential,Web,OutageReported
TC_0000141,OUT_0000068,CKT_0094,20220212,03:16,Commercial,Phone,OutageReported
TC_0000142,OUT_0000068,CKT_0094,20220210,23:25,Commercial,Phone,OutageReported
TC_0000143,OUT_0000070,CKT_0104,20200213,04:59,Residential,MobileApp,OutageReported
TC_0000144,OUT_0000071,CKT_0121,20220307,03:55,Industrial,Phone,OutageReported
TC_0000145,OUT_0000071,CKT_0121,20220308,05:26,Industrial,Phone,OutageReported
TC_0000146,OUT_0000072,CKT_0090,20220706,06:10,Industrial,Web,OutageReported
TC_0000147,OUT_0000073,CKT_0138,20201201,22:49,Industrial,Web,OutageReported
TC_0000148,OUT_0000073,CKT_0138,20201202,20:59,Industrial,MobileApp,Duplicate
TC_0000149,OUT_0000075,CKT_0105,20231214,18:19,Industrial,Web,Duplicate
TC_0000150,OUT_0000076,CKT_0129,20191118,02:27,Industrial,MobileApp,OutageReported
TC_0000151,OUT_0000076,CKT_0129,20191117,00:22,Residential,MobileApp,OutageReported
TC_0000152,OUT_0000076,CKT_0129,20191118,05:31,Commercial,Phone,OutageReported
TC_0000153,OUT_0000077,CKT_0101,20190421,07:54,Commercial,Web,Duplicate
TC_0000154,OUT_0000077,CKT_0101,20190420,01:00,Commercial,Web,OutageReported
TC_0000155,OUT_0000079,CKT_0111,20200430,22:36,Commercial,MobileApp,InfoOnly
TC_0000156,OUT_0000079,CKT_0111,20200501,09:46,Industrial,Web,OutageReported
TC_0000157,OUT_0000080,CKT_0079,20210702,07:53,Commercial,MobileApp,Duplicate
TC_0000158,OUT_0000080,CKT_0079,20210703,05:19,Commercial,Web,Duplicate
TC_0000159,OUT_0000081,CKT_0077,20201211,08:45,Commercial,Phone,OutageReported
TC_0000160,OUT_0000081,CKT_0077,20201210,06:58,Commercial,Phone,OutageReported
TC_0000161,OUT_0000082,CKT_0138,20210302,12:54,Industrial,MobileApp,InfoOnly
TC_0000162,OUT_0000082,CKT_0138,20210301,03:00,Industrial,Web,OutageReported
TC_0000163,OUT_0000082,CKT_0138,20210302,17:52,Commercial,Phone,Duplicate
TC_0000164,OUT_0000083,CKT_0003,20200310,04:19,Industrial,Web,Duplicate
TC_0000165,OUT_0000085,CKT_0144,20200910,01:06,Commercial,MobileApp,OutageReported
TC_0000166,OUT_0000085,CKT_0144,20200909,11:40,Commercial,Phone,OutageReported
TC_0000167,OUT_0000086,CKT_0129,20220414,02:52,Residential,Web,OutageReported
TC_0000168,OUT_0000086,CKT_0129,20220413,01:57,Commercial,MobileApp,OutageReported
TC_0000169,OUT_0000087,CKT_0065,20200502,11:40,Industrial,Web,OutageReported
TC_0000170,OUT_0000087,CKT_0065,20200501,22:11,Residential,Phone,OutageReported
TC_0000171,OUT_0000087,CKT_0065,20200502,16:13,Commercial,Phone,OutageReported
TC_0000172,OUT_0000089,CKT_0117,20240908,16:09,Commercial,MobileApp,OutageReported
TC_0000173,OUT_0000089,CKT_0117,20240906,18:41,Commercial,MobileApp,OutageReported
TC_0000174,OUT_0000089,CKT_0117,20240907,11:59,Industrial,Web,OutageReported
TC_0000175,OUT_0000089,CKT_0117,20240906,06:27,Residential,Phone,OutageReported
TC_0000176,OUT_0000089,CKT_0117,20240907,14:36,Residential,Web,Duplicate
TC_0000177,OUT_0000090,CKT_0050,20200525,21:21,Commercial,Phone,InfoOnly
TC_0000178,OUT_0000091,CKT_0140,20210228,03:28,Industrial,MobileApp,OutageReported
TC_0000179,OUT_0000091,CKT_0140,20210301,04:15,Industrial,Phone,OutageReported
TC_0000180,OUT_0000091,CKT_0140,20210302,06:26,Industrial,Phone,OutageReported
TC_0000181,OUT_0000091,CKT_0140,20210301,07:04,Commercial,Web,Duplicate
TC_0000182,OUT_0000093,CKT_0046,20210620,00:18,Commercial,Web,OutageReported
TC_0000183,OUT_0000095,CKT_0062,20210106,10:11,Commercial,Web,Duplicate
TC_0000184,OUT_0000095,CKT_0062,20210106,12:12,Industrial,Phone,OutageReported
TC_0000185,OUT_0000096,CKT_0126,20221129,00:13,Industrial,Phone,OutageReported
TC_0000186,OUT_0000096,CKT_0126,20221128,14:13,Commercial,MobileApp,OutageReported
TC_0000187,OUT_0000096,CKT_0126,20221129,03:05,Residential,Phone,OutageReported
TC_0000188,OUT_0000096,CKT_0126,20221129,08:38,Commercial,MobileApp,OutageReported
TC_0000189,OUT_0000096,CKT_0126,20221128,09:33,Residential,Phone,Duplicate
TC_0000190,OUT_0000096,CKT_0126,20221130,01:44,Industrial,Web,OutageReported
TC_0000191,OUT_0000097,CKT_0063,20190831,02:17,Residential,Web,OutageReported
TC_0000192,OUT_0000097,CKT_0063,20190831,11:28,Commercial,Phone,OutageReported
TC_0000193,OUT_0000098,CKT_0102,20190607,03:58,Residential,Phone,OutageReported
TC_0000194,OUT_0000098,CKT_0102,20190605,21:56,Residential,Phone,Duplicate
TC_0000195,OUT_0000098,CKT_0102,20190607,23:10,Industrial,MobileApp,InfoOnly
TC_0000196,OUT_0000099,CKT_0083,20190127,16:02,Industrial,Phone,OutageReported
TC_0000197,OUT_0000099,CKT_0083,20190127,04:02,Residential,Web,OutageReported
TC_0000198,OUT_0000100,CKT_0011,20210306,11:25,Industrial,Phone,OutageReported
TC_0000199,OUT_0000101,CKT_0091,20240126,21:23,Industrial,MobileApp,Duplicate
TC_0000200,OUT_0000101,CKT_0091,20240125,05:26,Residential,Phone,OutageReported
TC_0000201,OUT_0000102,CKT_0037,20241129,13:50,Industrial,Phone,OutageReported
TC_0000202,OUT_0000103,CKT_0094,20230731,17:05,Commercial,Phone,OutageReported
TC_0000203,OUT_0000104,CKT_0073,20190619,23:01,Residential,Phone,OutageReported
TC_0000204,OUT_0000104,CKT_0073,20190619,09:48,Commercial,Phone,Duplicate
TC_0000205,OUT_0000105,CKT_0049,20231231,17:17,Commercial,Phone,OutageReported
TC_0000206,OUT_0000105,CKT_0049,20240101,04:47,Residential,Web,OutageReported
TC_0000207,OUT_0000105,CKT_0049,20231231,12:56,Industrial,Phone,OutageReported
TC_0000208,OUT_0000105,CKT_0049,20231231,20:57,Commercial,Web,Duplicate
TC_0000209,OUT_0000107,CKT_0124,20210813,01:01,Industrial,Web,OutageReported
TC_0000210,OUT_0000107,CKT_0124,20210812,06:58,Industrial,MobileApp,InfoOnly
TC_0000211,OUT_0000107,CKT_0124,20210812,15:34,Industrial,MobileApp,OutageReported
TC_0000212,OUT_0000107,CKT_0124,20210814,02:16,Residential,Phone,InfoOnly
TC_0000213,OUT_0000108,CKT_0137,20201106,04:08,Industrial,MobileApp,OutageReported
TC_0000214,OUT_0000108,CKT_0137,20201106,04:49,Commercial,Web,Duplicate
TC_0000215,OUT_0000108,CKT_0137,20201105,16:09,Commercial,Phone,OutageReported
TC_0000216,OUT_0000109,CKT_0078,20220522,16:25,Residential,MobileApp,OutageReported
TC_0000217,OUT_0000109,CKT_0078,20220522,22:45,Commercial,Web,Duplicate
TC_0000218,OUT_0000110,CKT_0117,20190711,12:21,Residential,Phone,Duplicate
TC_0000219,OUT_0000110,CKT_0117,20190710,03:33,Residential,MobileApp,InfoOnly
TC_0000220,OUT_0000110,CKT_0117,20190711,13:30,Industrial,MobileApp,Duplicate
TC_0000221,OUT_0000112,CKT_0048,20190101,10:11,Commercial,Phone,OutageReported
TC_0000222,OUT_0000112,CKT_0048,20190101,22:34,Residential,Web,OutageReported
TC_0000223,OUT_0000113,CKT_0141,20210611,12:05,Commercial,Phone,OutageReported
TC_0000224,OUT_0000114,CKT_0015,20190724,14:58,Industrial,MobileApp,OutageReported
TC_0000225,OUT_0000115,CKT_0097,20220228,04:48,Commercial,Web,OutageReported
TC_0000226,OUT_0000116,CKT_0139,20190303,02:57,Residential,Web,InfoOnly
TC_0000227,OUT_0000116,CKT_0139,20190302,08:54,Industrial,Web,Duplicate
TC_0000228,OUT_0000118,CKT_0006,20200711,19:38,Residential,Web,Duplicate
TC_0000229,OUT_0000118,CKT_0006,20200711,11:26,Industrial,Phone,OutageReported
TC_0000230,OUT_0000120,CKT_0017,20240713,01:32,Residential,Web,OutageReported
TC_0000231,OUT_0000120,CKT_0017,20240713,06:34,Residential,MobileApp,InfoOnly
TC_0000232,OUT_0000121,CKT_0121,20200807,05:50,Commercial,MobileApp,OutageReported
TC_0000233,OUT_0000121,CKT_0121,20200806,13:22,Industrial,Phone,OutageReported
TC_0000234,OUT_0000121,CKT_0121,20200807,15:29,Commercial,Phone,OutageReported
TC_0000235,OUT_0000122,CKT_0045,20190413,05:13,Commercial,Phone,OutageReported
TC_0000236,OUT_0000123,CKT_0096,20190223,04:34,Industrial,Web,OutageReported
TC_0000237,OUT_0000123,CKT_0096,20190221,12:16,Commercial,MobileApp,OutageReported
TC_0000238,OUT_0000123,CKT_0096,20190221,04:22,Industrial,Web,Duplicate
TC_0000239,OUT_0000123,CKT_0096,20190222,06:35,Residential,Web,OutageReported
TC_0000240,OUT_0000123,CKT_0096,20190222,18:44,Residential,Web,OutageReported
TC_0000241,OUT_0000123,CKT_0096,20190223,19:57,Industrial,MobileApp,InfoOnly
TC_0000242,OUT_0000124,CKT_0006,20200111,11:58,Industrial,Web,OutageReported
TC_0000243,OUT_0000126,CKT_0057,20240929,18:10,Industrial,Phone,OutageReported
TC_0000244,OUT_0000127,CKT_0131,20220228,07:31,Residential,Web,OutageReported
TC_0000245,OUT_0000129,CKT_0113,20240426,19:52,Residential,Phone,OutageReported
TC_0000246,OUT_0000129,CKT_0113,20240427,10:59,Commercial,Web,OutageReported
TC_0000247,OUT_0000129,CKT_0113,20240427,15:12,Industrial,Phone,Duplicate
TC_0000248,OUT_0000130,CKT_0068,20201117,12:09,Industrial,Phone,OutageReported
TC_0000249,OUT_0000130,CKT_0068,20201117,17:42,Residential,MobileApp,Duplicate
TC_0000250,OUT_0000130,CKT_0068,20201116,11:39,Industrial,MobileApp,OutageReported
TC_0000251,OUT_0000132,CKT_0013,20231111,05:07,Industrial,Phone,OutageReported
TC_0000252,OUT_0000133,CKT_0014,20240531,08:24,Commercial,Web,OutageReported
TC_0000253,OUT_0000133,CKT_0014,20240601,11:35,Industrial,Web,OutageReported
TC_0000254,OUT_0000134,CKT_0082,20190214,17:17,Industrial,MobileApp,Duplicate
TC_0000255,OUT_0000134,CKT_0082,20190214,11:28,Industrial,MobileApp,OutageReported
TC_0000256,OUT_0000134,CKT_0082,20190215,23:07,Commercial,MobileApp,Duplicate
TC_0000257,OUT_0000135,CKT_0001,20191013,11:38,Commercial,Phone,OutageReported
TC_0000258,OUT_0000135,CKT_0001,20191014,02:55,Residential,Web,OutageReported
TC_0000259,OUT_0000135,CKT_0001,20191013,09:46,Commercial,MobileApp,OutageReported
TC_0000260,OUT_0000136,CKT_0144,20230817,10:57,Commercial,Web,Duplicate
TC_0000261,OUT_0000136,CKT_0144,20230816,04:27,Industrial,Phone,Duplicate
TC_0000262,OUT_0000136,CKT_0144,20230816,13:10,Commercial,Web,OutageReported
TC_0000263,OUT_0000136,CKT_0144,20230817,12:51,Residential,MobileApp,Duplicate
TC_0000264,OUT_0000137,CKT_0013,20210323,21:02,Industrial,Phone,OutageReported
TC_0000265,OUT_0000138,CKT_0101,20190630,14:52,Industrial,MobileApp,OutageReported
TC_0000266,OUT_0000139,CKT_0012,20240204,11:58,Industrial,MobileApp,Duplicate
TC_0000267,OUT_0000139,CKT_0012,20240205,06:17,Residential,MobileApp,OutageReported
TC_0000268,OUT_0000140,CKT_0073,20220105,14:42,Commercial,Web,InfoOnly
TC_0000269,OUT_0000140,CKT_0073,20220105,04:38,Residential,Web,OutageReported
TC_0000270,OUT_0000140,CKT_0073,20220107,04:16,Industrial,Web,Duplicate
TC_0000271,OUT_0000140,CKT_0073,20220107,16:31,Commercial,MobileApp,OutageReported
TC_0000272,OUT_0000140,CKT_0073,20220107,10:16,Industrial,MobileApp,OutageReported
TC_0000273,OUT_0000141,CKT_0142,20190104,14:42,Industrial,Phone,OutageReported
TC_0000274,OUT_0000141,CKT_0142,20190104,08:53,Industrial,MobileApp,InfoOnly
TC_0000275,OUT_0000141,CKT_0142,20190104,20:22,Industrial,MobileApp,OutageReported
TC_0000276,OUT_0000141,CKT_0142,20190105,20:22,Industrial,MobileApp,InfoOnly
TC_0000277,OUT_0000142,CKT_0036,20230327,03:57,Residential,Web,OutageReported
TC_0000278,OUT_0000143,CKT_0068,20241003,21:14,Commercial,Phone,OutageReported
TC_0000279,OUT_0000143,CKT_0068,20241003,12:30,Residential,MobileApp,OutageReported
TC_0000280,OUT_0000144,CKT_0022,20210607,23:33,Residential,Phone,OutageReported
TC_0000281,OUT_0000144,CKT_0022,20210606,18:04,Residential,MobileApp,InfoOnly
TC_0000282,OUT_0000144,CKT_0022,20210607,04:19,Residential,Web,OutageReported
TC_0000283,OUT_0000144,CKT_0022,20210606,21:48,Commercial,Phone,Duplicate
TC_0000284,OUT_0000144,CKT_0022,20210605,11:24,Commercial,Phone,OutageReported
TC_0000285,OUT_0000145,CKT_0126,20190123,21:13,Residential,MobileApp,OutageReported
TC_0000286,OUT_0000145,CKT_0126,20190123,00:22,Residential,Phone,OutageReported
TC_0000287,OUT_0000145,CKT_0126,20190123,16:31,Residential,Web,OutageReported
TC_0000288,OUT_0000147,CKT_0034,20240616,12:25,Residential,Phone,OutageReported
TC_0000289,OUT_0000147,CKT_0034,20240617,16:24,Residential,Web,OutageReported
TC_0000290,OUT_0000147,CKT_0034,20240617,05:21,Residential,Web,OutageReported
TC_0000291,OUT_0000148,CKT_0101,20201222,06:38,Commercial,MobileApp,OutageReported
TC_0000292,OUT_0000148,CKT_0101,20201223,04:55,Residential,Web,Duplicate
TC_0000293,OUT_0000148,CKT_0101,20201224,12:23,Industrial,Phone,OutageReported
TC_0000294,OUT_0000148,CKT_0101,20201224,02:47,Commercial,Phone,OutageReported
TC_0000295,OUT_0000148,CKT_0101,20201223,20:29,Industrial,Web,OutageReported
TC_0000296,OUT_0000149,CKT_0066,20230726,12:56,Industrial,Phone,OutageReported
TC_0000297,OUT_0000149,CKT_0066,20230726,01:04,Residential,MobileApp,OutageReported
TC_0000298,OUT_0000151,CKT_0088,20240310,04:20,Commercial,Phone,OutageReported
TC_0000299,OUT_0000152,CKT_0038,20231118,01:26,Industrial,Phone,OutageReported
TC_0000300,OUT_0000152,CKT_0038,20231117,13:00,Commercial,Web,OutageReported
TC_0000301,OUT_0000154,CKT_0065,20191205,14:26,Commercial,Phone,OutageReported
TC_0000302,OUT_0000155,CKT_0021,20200926,01:44,Commercial,Phone,OutageReported
TC_0000303,OUT_0000157,CKT_0026,20190415,05:31,Industrial,Web,OutageReported
TC_0000304,OUT_0000158,CKT_0052,20191020,06:32,Commercial,Web,OutageReported
TC_0000305,OUT_0000159,CKT_0136,20210519,20:35,Industrial,MobileApp,InfoOnly
TC_0000306,OUT_0000159,CKT_0136,20210519,21:42,Commercial,MobileApp,Duplicate
TC_0000307,OUT_0000161,CKT_0118,20221014,11:34,Industrial,Phone,Duplicate
TC_0000308,OUT_0000161,CKT_0118,20221013,16:17,Industrial,MobileApp,OutageReported
